Speed (km/h),Acceleration (m/sｲ),Braking intensity (%),Cornering speed (km/h),Driver Behavior rating
71.11,3.71,76.07,36.74,3.00
82.46,1.12,80.29,25.45,2.00
73.53,3.37,71.17,27.50,5.00
80.24,4.92,42.11,39.71,10.00
81.45,4.59,71.54,28.91,8.00
94.27,2.23,84.71,19.57,2.00
106.47,4.71,54.14,34.55,9.00
95.65,6.03,42.74,31.33,9.00
78.10,4.96,75.18,28.25,6.00
107.74,2.85,47.10,30.04,3.00
71.18,2.18,67.31,29.58,3.00
73.96,3.95,74.60,33.55,4.00
72.73,6.69,78.85,27.03,6.00
113.76,4.81,53.87,35.49,8.00
81.19,8.92,65.48,31.83,10.00
107.62,7.08,60.90,27.49,9.00
81.20,5.66,74.00,15.20,5.00
93.83,4.53,93.93,22.07,5.00
76.24,4.95,83.67,22.84,6.00
83.71,6.70,79.91,19.22,10.00
99.98,5.09,80.23,42.18,10.00
100.03,2.57,83.30,27.53,5.00
91.77,0.96,81.71,13.23,1.00
74.83,5.87,58.68,36.57,2.00
102.82,5.08,85.88,40.05,10.00
124.04,9.19,64.65,43.43,9.00
75.96,4.52,94.24,22.78,5.00
101.24,2.50,67.22,17.52,4.00
70.30,4.28,86.63,34.86,6.00
61.46,7.09,61.81,23.04,4.00
70.33,7.74,54.53,21.25,9.00
103.30,7.02,63.65,25.44,9.00
112.10,5.18,72.86,28.19,3.00
106.39,5.59,70.17,30.89,6.00
51.15,5.27,96.94,24.83,1.00
59.27,3.53,58.36,24.20,2.00
129.18,6.00,47.32,37.28,10.00
77.00,1.03,65.07,26.47,1.00
113.81,5.33,73.56,34.31,8.00
45.49,3.24,56.20,26.01,4.00
40.36,1.92,90.81,24.75,1.00
118.13,3.79,80.33,16.63,5.00
53.70,3.61,71.32,30.66,4.00
117.22,2.73,71.43,36.85,6.00
63.26,6.43,91.22,36.64,5.00
99.38,4.36,59.17,17.43,8.00
79.13,2.81,59.53,29.48,5.00
43.98,1.40,76.73,18.78,1.00
73.07,1.62,84.06,30.66,1.00
52.69,2.96,56.44,32.36,5.00
83.26,9.73,86.66,34.51,9.00
57.51,3.80,73.08,30.49,7.00
93.71,3.43,75.82,22.35,2.00
82.92,6.65,42.33,25.04,6.00
56.56,2.57,73.51,17.73,3.00
102.39,5.79,57.02,34.64,10.00
89.21,3.43,90.79,30.09,6.00
81.89,1.59,92.74,29.45,2.00
80.25,4.47,62.26,26.91,7.00
96.54,8.76,74.36,38.99,9.00
73.56,0.59,92.17,25.06,1.00
97.54,6.79,73.57,28.40,4.00
100.15,6.01,87.07,17.31,3.00
67.58,4.68,58.84,38.44,4.00
84.09,3.81,61.39,31.04,2.00
72.55,2.75,78.42,25.34,2.00
59.43,4.79,81.83,23.30,1.00
50.45,0.99,96.74,17.70,1.00
62.66,3.33,51.64,14.01,1.00
96.75,6.73,87.90,29.98,4.00
43.31,2.96,77.58,18.54,2.00
109.87,0.84,72.86,35.54,2.00
59.61,2.57,91.20,14.01,1.00
75.52,6.20,58.64,18.16,8.00
126.49,5.19,54.10,26.68,10.00
104.55,4.28,70.04,32.98,3.00
65.32,8.02,60.58,35.32,9.00
114.92,7.52,73.97,22.40,6.00
90.83,6.37,61.39,32.94,7.00
89.78,1.37,93.75,35.54,1.00
64.67,3.38,46.91,20.34,3.00
82.84,4.12,83.07,25.49,1.00
106.87,7.85,48.94,37.74,8.00
81.66,3.71,95.89,30.71,1.00
65.90,6.28,76.37,27.38,3.00
95.27,3.08,53.06,19.59,1.00
81.18,8.32,54.14,24.26,6.00
101.84,8.82,49.02,38.90,10.00
115.41,9.19,65.19,20.69,10.00
76.30,7.64,48.89,26.93,7.00
73.02,5.28,69.15,26.93,9.00
54.64,6.47,75.33,23.40,3.00
124.33,6.16,69.98,26.05,7.00
81.83,2.83,60.72,25.29,2.00
77.78,7.72,76.06,36.27,7.00
61.66,5.79,73.70,32.76,4.00
65.24,6.42,79.55,38.60,9.00
122.85,9.51,57.75,33.25,10.00
101.15,5.11,68.72,24.08,9.00
60.42,2.45,90.65,21.84,3.00
43.33,2.74,89.72,17.45,4.00
84.65,3.82,66.53,20.62,2.00
48.66,5.88,67.98,28.08,5.00
79.01,6.47,57.49,22.29,2.00
95.58,5.66,69.79,34.85,7.00
76.44,4.72,67.37,30.22,6.00
120.22,6.47,84.31,31.04,10.00
90.89,6.10,51.43,17.47,5.00
67.92,6.52,69.79,27.77,2.00
74.75,5.00,74.46,35.91,2.00
105.36,7.83,40.45,39.75,10.00
118.37,6.19,89.51,19.40,4.00
111.39,7.27,45.00,36.47,8.00
79.73,7.58,82.61,23.72,8.00
97.47,3.64,54.42,30.96,8.00
112.15,7.67,54.39,33.92,9.00
94.54,4.96,42.10,28.67,9.00
78.93,2.04,54.67,16.24,3.00
93.05,8.05,68.51,15.46,6.00
82.47,4.53,70.84,31.48,5.00
108.11,6.44,60.64,26.50,7.00
112.56,7.83,44.84,28.40,5.00
81.65,4.61,87.82,28.90,5.00
82.06,0.57,82.16,23.30,1.00
70.32,2.28,64.71,25.58,2.00
116.30,6.99,86.21,29.80,7.00
92.20,2.27,77.69,28.96,4.00
77.47,3.29,77.68,30.24,2.00
137.32,7.15,66.80,40.40,10.00
79.65,4.44,74.88,22.68,6.00
108.50,3.87,68.98,21.33,3.00
84.65,4.06,71.09,18.31,4.00
78.58,4.35,63.67,23.81,7.00
69.19,4.84,70.39,20.90,5.00
79.02,4.62,80.63,21.77,7.00
114.11,3.89,42.69,35.24,9.00
82.83,7.74,38.10,20.66,8.00
49.11,4.43,63.70,32.51,4.00
102.69,3.92,56.75,30.72,5.00
96.59,8.47,58.91,42.52,10.00
121.19,7.34,42.92,30.58,9.00
84.54,7.39,63.60,29.42,4.00
71.31,5.44,48.17,27.17,6.00
80.86,3.71,74.96,29.27,1.00
105.09,5.27,61.72,26.89,6.00
100.76,5.79,75.06,35.50,10.00
100.76,8.35,52.53,34.00,8.00
91.51,6.85,56.08,42.52,8.00
84.88,2.49,60.04,27.65,2.00
54.64,5.05,61.66,30.50,2.00
86.54,5.39,42.47,38.41,9.00
95.20,4.51,63.29,36.67,5.00
124.42,4.21,35.31,37.81,9.00
80.87,5.64,93.13,26.22,1.00
99.48,6.16,75.29,26.57,6.00
54.07,3.14,98.56,35.64,3.00
108.83,5.54,35.02,38.92,8.00
75.27,8.37,69.49,37.04,10.00
111.96,8.07,50.64,36.86,9.00
110.15,4.55,83.95,30.06,8.00
98.02,3.46,54.75,13.53,4.00
66.45,4.81,65.30,32.90,7.00
92.25,4.15,86.42,29.75,3.00
87.62,6.31,72.08,18.47,4.00
79.25,8.41,71.60,38.47,10.00
104.11,4.79,78.40,24.93,3.00
51.06,4.83,49.25,28.55,4.00
58.87,3.24,60.15,27.38,1.00
51.45,2.65,72.64,23.02,2.00
97.45,8.05,49.80,31.46,5.00
88.99,3.22,85.18,24.93,1.00
71.82,2.45,100.14,30.56,2.00
60.36,5.12,82.14,26.67,4.00
70.41,7.71,41.03,22.19,8.00
85.63,7.78,57.52,20.57,7.00
80.02,6.07,65.62,28.38,6.00
81.49,6.66,82.08,29.09,6.00
111.92,4.51,48.56,25.51,9.00
100.23,5.75,92.17,22.15,2.00
61.52,7.60,61.65,30.56,6.00
90.24,6.02,45.11,40.59,8.00
68.46,2.92,63.28,29.38,3.00
104.96,8.52,52.66,26.00,8.00
91.78,1.71,69.24,20.67,4.00
109.44,5.47,65.57,24.03,7.00
79.98,3.87,55.60,13.49,1.00
82.76,5.56,82.97,30.10,10.00
76.79,1.83,80.80,29.73,1.00
76.75,2.33,62.26,22.86,2.00
80.12,8.62,65.58,31.20,9.00
102.23,3.41,80.59,25.49,6.00
96.32,5.47,77.96,21.05,2.00
62.89,5.79,69.49,17.73,4.00
68.81,5.86,67.05,17.47,4.00
82.46,4.14,67.65,22.80,4.00
83.00,5.38,55.17,30.98,3.00
84.75,4.95,65.31,21.20,5.00
95.82,6.22,50.12,20.31,10.00
95.30,7.17,53.96,27.12,10.00
71.68,5.57,84.91,20.70,3.00
123.66,7.03,56.66,30.57,8.00
83.34,4.23,49.97,34.39,5.00
104.32,8.73,55.29,28.99,9.00
102.31,9.76,74.87,32.60,9.00
108.49,6.20,47.44,36.69,6.00
74.95,2.64,72.96,36.95,4.00
99.93,8.02,65.62,22.75,10.00
92.89,3.74,65.07,33.49,4.00
77.84,3.34,61.45,28.95,3.00
131.33,5.39,54.01,36.23,8.00
81.80,4.65,57.90,28.20,5.00
100.40,4.28,85.09,39.78,8.00
100.81,5.61,68.50,18.24,5.00
84.58,4.04,58.39,31.73,7.00
90.67,5.94,92.56,19.46,3.00
94.46,6.21,50.77,35.37,10.00
74.58,4.45,62.52,23.02,1.00
74.69,5.71,59.58,22.99,3.00
64.26,3.29,71.76,21.71,4.00
104.48,9.46,51.49,30.14,9.00
71.91,3.66,75.51,27.47,5.00
77.84,7.53,88.43,27.00,6.00
99.44,6.23,79.47,27.74,8.00
118.05,4.50,53.84,31.45,6.00
93.12,2.15,65.46,21.30,2.00
115.57,6.84,59.49,20.06,9.00
73.39,5.13,52.01,32.25,9.00
82.46,8.85,69.82,25.52,7.00
75.73,5.11,95.26,17.37,4.00
72.66,4.16,37.64,26.71,7.00
110.57,5.25,80.29,20.88,3.00
69.36,5.45,63.04,25.77,6.00
46.38,6.39,70.02,25.10,5.00
107.25,7.75,58.05,33.05,10.00
86.45,4.66,80.76,32.24,3.00
100.28,3.87,76.41,17.53,5.00
82.05,6.11,60.58,25.56,1.00
70.94,8.83,76.21,32.98,8.00
121.74,6.81,85.25,29.94,9.00
111.17,7.10,65.38,28.29,4.00
92.34,5.61,64.63,26.39,10.00
120.01,7.28,74.07,39.05,9.00
77.93,7.17,64.17,28.45,8.00
108.98,8.36,51.15,35.47,7.00
92.96,7.27,74.81,21.86,8.00
65.02,5.17,63.37,28.51,5.00
93.32,5.70,97.48,21.24,2.00
68.30,7.11,71.15,22.61,10.00
94.44,8.56,57.11,19.01,7.00
111.19,4.42,54.00,37.13,9.00
65.51,6.93,62.06,35.47,3.00
77.36,1.37,57.88,32.10,2.00
67.17,1.53,76.70,21.31,1.00
120.78,7.29,73.84,28.88,7.00
85.94,0.87,82.53,17.61,3.00
60.71,2.60,64.88,27.78,4.00
128.33,7.83,60.14,29.13,9.00
102.55,4.79,61.50,37.37,5.00
74.03,1.68,57.00,23.53,1.00
75.72,5.21,46.69,32.96,9.00
84.95,5.21,92.97,20.46,1.00
70.05,8.74,52.82,33.38,7.00
89.16,1.36,90.88,22.43,3.00
119.16,4.71,69.59,17.15,5.00
107.39,7.82,80.96,40.29,8.00
103.88,4.92,67.06,15.59,2.00
61.11,4.70,60.16,17.42,1.00
112.89,7.42,77.81,34.47,7.00
114.54,5.69,62.06,22.67,10.00
118.26,5.68,62.84,32.71,10.00
106.41,4.36,86.40,24.92,2.00
96.41,3.33,90.11,17.30,6.00
80.85,5.76,52.26,28.99,4.00
93.75,6.20,78.87,34.58,10.00
68.19,2.79,74.21,27.03,4.00
76.82,4.90,81.89,26.14,2.00
53.11,3.29,89.62,21.84,3.00
84.17,7.08,72.87,30.90,10.00
80.57,6.85,56.26,21.77,9.00
94.32,5.42,83.52,31.42,8.00
118.67,5.63,33.11,23.94,10.00
111.05,7.95,89.34,35.17,8.00
79.05,5.25,55.20,26.89,7.00
115.01,8.31,60.19,39.35,9.00
90.28,3.88,91.06,17.24,1.00
77.32,4.38,55.20,19.83,3.00
111.63,5.09,62.21,27.88,7.00
72.34,1.62,86.31,30.97,1.00
121.46,6.03,63.98,24.85,10.00
94.98,5.38,62.75,40.42,9.00
80.79,5.04,74.70,34.62,8.00
95.38,6.50,67.73,26.66,4.00
105.70,3.74,81.08,30.23,5.00
73.99,5.92,80.25,21.43,5.00
101.04,4.24,79.27,29.05,8.00
82.45,6.81,58.50,21.64,6.00
82.45,5.66,58.18,22.19,7.00
53.93,4.02,89.99,21.79,4.00
106.58,5.96,81.85,25.97,9.00
59.21,3.43,53.92,25.88,5.00
53.00,5.19,78.57,35.11,6.00
77.57,5.38,68.59,30.74,9.00
103.96,8.18,58.45,29.83,7.00
73.73,8.80,71.74,33.29,8.00
73.80,7.78,57.89,25.82,7.00
53.73,1.35,79.50,27.94,2.00
86.94,8.35,53.77,30.60,10.00
121.90,8.75,71.62,26.07,10.00
80.67,2.57,81.76,36.08,4.00
96.89,4.43,89.96,27.82,1.00
65.70,6.44,74.83,18.47,3.00
97.02,6.49,37.16,25.03,7.00
95.64,4.77,75.89,16.42,4.00
77.63,5.91,77.46,26.34,7.00
49.71,6.19,94.82,20.85,3.00
77.01,5.08,62.60,37.11,6.00
98.34,5.83,85.96,23.92,3.00
125.50,5.83,39.01,32.87,10.00
100.61,5.50,48.50,20.13,9.00
50.21,3.92,68.90,31.77,3.00
45.68,4.03,57.84,34.65,5.00
109.54,6.36,66.63,24.98,8.00
75.49,4.90,54.67,28.39,8.00
82.59,0.83,74.20,27.09,1.00
83.66,5.63,47.80,25.61,10.00
73.65,6.74,79.64,26.69,6.00
81.54,5.60,87.26,23.40,7.00
55.55,1.80,89.11,28.10,1.00
103.21,3.28,87.15,17.80,5.00
66.18,3.31,65.27,24.48,4.00
99.04,3.58,53.19,25.62,1.00
80.38,2.12,93.29,16.93,2.00
101.09,5.75,49.04,33.09,7.00
111.98,4.95,64.33,25.84,10.00
45.62,0.22,92.44,31.66,1.00
98.53,2.65,67.42,18.39,1.00
89.75,6.57,68.36,29.68,9.00
91.56,6.35,65.74,35.18,9.00
86.88,5.80,74.28,22.38,6.00
85.31,5.11,70.46,30.47,10.00
65.64,5.33,60.37,23.21,3.00
86.48,3.81,62.95,23.01,3.00
82.85,6.08,69.93,26.53,2.00
105.53,5.20,84.02,17.02,4.00
86.92,3.15,94.99,34.36,4.00
80.12,3.79,54.87,34.28,8.00
76.00,7.03,65.37,26.30,7.00
97.56,6.10,65.76,35.68,6.00
107.74,10.12,49.06,21.69,9.00
74.78,5.23,67.97,33.61,8.00
119.73,5.64,67.50,23.16,5.00
90.89,6.42,49.15,28.06,8.00
103.60,3.51,67.17,34.81,7.00
106.95,4.36,70.66,28.81,1.00
70.62,5.04,53.52,19.60,6.00
99.09,4.35,50.21,22.38,5.00
107.71,2.64,65.72,18.57,5.00
53.97,3.51,73.15,28.84,1.00
50.72,6.84,81.79,31.21,2.00
65.72,7.61,70.04,20.03,8.00
125.10,6.75,44.47,31.19,9.00
112.56,5.79,73.30,15.89,4.00
89.21,7.61,60.98,25.04,8.00
81.47,9.57,59.12,26.50,9.00
74.28,5.96,41.35,35.98,8.00
42.05,7.02,73.73,22.70,4.00
66.75,2.23,86.88,18.22,3.00
116.56,4.92,54.17,21.55,9.00
114.85,8.60,54.67,31.16,9.00
88.52,4.05,57.95,29.14,3.00
79.74,8.30,78.67,30.33,10.00
93.15,5.19,53.76,36.77,9.00
57.36,5.59,54.60,26.92,2.00
86.85,4.80,60.69,16.43,2.00
112.49,5.20,63.81,34.85,5.00
102.69,7.56,38.39,33.07,9.00
61.48,2.01,72.72,21.69,3.00
108.53,5.78,45.39,23.37,3.00
72.04,5.92,49.41,32.19,10.00
95.41,4.22,56.47,18.60,7.00
72.44,7.25,65.72,23.77,6.00
87.62,6.36,82.51,37.06,7.00
62.21,7.11,36.72,37.17,9.00
125.36,8.14,85.97,21.60,9.00
57.19,6.52,93.28,18.50,2.00
97.73,1.81,80.27,28.17,2.00
54.31,4.61,59.39,29.90,4.00
108.45,5.26,73.08,25.63,5.00
132.21,4.45,65.80,36.61,10.00
105.10,5.81,70.06,25.65,6.00
64.92,5.56,62.55,31.04,5.00
84.20,7.48,47.94,33.18,9.00
59.76,3.94,71.36,31.89,5.00
55.95,6.28,62.08,21.74,2.00
80.36,6.96,59.45,16.07,6.00
94.51,3.74,86.33,18.63,1.00
80.36,1.34,75.27,22.25,2.00
88.77,4.76,77.93,24.59,1.00
56.91,6.14,57.68,33.97,4.00
63.72,4.11,65.88,31.81,4.00
87.56,4.58,78.26,23.12,7.00
107.50,4.93,63.36,32.23,3.00
94.57,2.33,76.73,27.16,3.00
110.27,5.34,73.63,19.50,10.00
80.43,7.56,73.07,33.84,9.00
88.84,2.81,90.65,25.81,2.00
57.49,1.79,71.75,24.32,2.00
80.13,9.28,71.17,30.82,9.00
62.35,4.41,80.88,26.29,2.00
91.57,4.77,92.57,28.24,6.00
76.16,7.40,76.18,39.28,9.00
98.00,5.54,85.12,23.44,6.00
103.74,7.79,68.64,24.87,9.00
73.59,3.93,58.10,19.50,4.00
83.44,2.92,54.74,28.65,7.00
97.44,1.79,74.06,32.34,2.00
91.51,2.67,64.27,12.79,2.00
83.55,9.04,70.33,30.87,7.00
80.80,5.12,66.66,24.07,8.00
59.29,3.60,59.82,31.92,5.00
79.06,2.24,70.93,23.18,2.00
70.34,2.36,50.79,18.48,3.00
91.07,5.57,55.15,22.20,4.00
108.70,4.88,80.77,27.59,2.00
121.11,5.14,67.90,25.72,8.00
44.44,1.29,75.11,26.26,1.00
106.83,5.39,59.11,30.69,5.00
101.69,5.35,61.32,32.01,6.00
94.69,6.94,82.43,17.55,4.00
116.86,5.51,63.24,36.74,7.00
111.05,7.01,87.50,22.44,4.00
76.48,8.37,62.53,26.62,9.00
58.69,2.59,73.16,27.46,3.00
90.76,3.12,92.84,11.00,2.00
109.75,6.44,55.59,23.45,6.00
64.98,3.79,82.77,23.94,1.00
47.60,4.72,76.21,24.99,2.00
87.04,3.77,78.82,28.43,2.00
118.97,6.28,53.20,33.76,8.00
100.50,7.37,74.75,32.01,5.00
53.62,3.77,91.11,21.46,4.00
107.21,6.81,57.99,25.44,6.00
95.07,4.54,95.37,34.77,5.00
73.39,5.17,91.72,19.13,6.00
111.34,8.14,33.57,24.12,10.00
80.62,4.77,71.73,20.67,2.00
90.29,5.08,70.41,18.60,3.00
69.58,4.16,71.32,17.17,2.00
100.10,6.78,59.47,20.82,5.00
61.83,5.36,66.85,17.18,2.00
92.27,3.00,74.37,25.73,1.00
94.26,6.82,81.41,35.90,8.00
80.91,3.84,68.33,20.87,5.00
67.79,2.11,64.47,22.89,1.00
60.68,2.12,80.91,14.49,1.00
69.75,6.70,71.23,37.42,3.00
82.48,3.22,61.99,16.39,5.00
107.32,5.70,82.59,38.04,9.00
64.56,8.47,57.48,21.84,9.00
106.86,1.91,95.01,20.12,2.00
94.83,7.39,74.66,25.09,4.00
111.64,2.72,60.84,28.46,4.00
98.50,7.11,87.61,28.76,4.00
81.08,1.12,78.52,17.37,1.00
116.30,7.20,76.10,22.30,8.00
71.01,4.05,40.80,40.88,8.00
122.50,8.21,35.62,31.69,10.00
123.41,9.79,76.75,33.30,9.00
115.95,10.49,78.79,40.14,9.00
72.33,2.87,60.27,22.16,2.00
61.57,4.27,51.31,25.84,7.00
103.98,6.28,45.70,36.45,10.00
69.00,7.50,77.48,17.91,6.00
48.39,2.33,89.07,30.83,2.00
128.18,6.13,40.56,30.38,10.00
64.47,3.27,49.44,25.12,5.00
92.85,5.08,54.00,18.81,1.00
106.15,6.03,84.99,32.86,3.00
57.93,1.89,77.07,27.73,1.00
62.61,4.22,94.10,25.62,1.00
106.86,3.62,53.65,24.64,8.00
103.88,5.04,43.44,37.14,8.00
107.64,9.83,68.44,33.43,9.00
77.82,5.76,67.81,29.31,6.00
62.33,3.66,64.20,22.43,1.00
90.65,3.67,81.57,18.30,4.00
106.36,10.11,45.25,23.63,10.00
88.52,4.59,66.15,26.18,4.00
47.88,2.82,68.15,24.17,3.00
98.16,3.32,87.75,25.09,7.00
99.40,9.88,70.49,27.78,10.00
74.03,1.54,76.50,28.22,1.00
95.37,9.13,70.30,25.63,9.00
107.04,8.80,59.04,35.28,9.00
94.08,7.06,66.77,31.67,9.00
77.82,5.51,85.32,33.76,3.00
107.51,1.29,63.20,28.71,3.00
122.27,8.82,86.50,26.28,7.00
62.53,4.84,94.37,29.44,3.00
86.94,5.24,72.09,31.65,6.00
100.52,5.20,80.12,21.53,4.00
88.40,2.50,87.34,15.77,1.00
88.96,4.49,68.96,34.80,3.00
114.56,9.70,62.06,41.92,10.00
39.11,1.14,74.41,30.68,1.00
41.11,2.26,95.45,25.09,1.00
84.80,4.74,97.80,28.91,6.00
109.69,7.67,63.64,31.97,9.00
117.57,3.95,83.75,22.70,6.00
81.47,5.74,80.24,37.07,10.00
77.33,6.89,102.08,26.61,2.00
102.42,6.61,54.33,26.57,7.00
105.46,2.80,86.85,28.02,4.00
89.33,5.35,80.93,24.59,5.00
61.30,4.86,83.79,22.13,2.00
88.93,5.50,79.53,40.00,6.00
112.81,6.33,57.63,29.18,8.00
81.24,6.45,58.69,27.52,9.00
81.16,3.46,96.02,31.23,2.00
64.50,4.27,71.33,26.29,4.00
54.12,4.39,60.92,17.01,1.00
97.24,6.46,47.71,31.11,8.00
118.85,6.44,52.39,21.99,7.00
75.16,4.34,79.71,30.49,7.00
102.49,6.54,60.58,32.57,9.00
125.31,6.58,72.47,33.35,8.00
80.38,6.10,65.03,22.05,8.00
91.05,4.79,77.15,37.95,10.00
130.27,7.24,37.81,30.60,10.00
63.56,3.76,71.88,21.24,3.00
87.03,5.52,57.73,34.63,10.00
87.05,7.16,63.87,27.70,10.00
116.10,8.90,49.47,27.85,8.00
114.65,4.92,91.25,25.64,8.00
37.07,2.61,82.10,23.77,2.00
100.56,3.85,84.38,28.03,3.00
108.97,8.02,65.13,28.59,7.00
67.34,3.33,65.01,27.14,4.00
90.62,6.64,71.89,17.70,2.00
54.59,4.23,88.57,27.14,2.00
54.52,3.09,69.70,26.11,3.00
86.71,4.41,70.02,33.81,5.00
74.03,1.93,79.75,36.24,5.00
63.55,3.63,78.87,29.81,7.00
94.05,7.70,53.32,35.03,10.00
62.93,3.62,81.82,30.00,2.00
40.46,4.39,64.90,23.98,2.00
84.33,5.26,44.73,35.08,9.00
80.49,2.29,95.95,33.53,1.00
103.71,7.91,43.21,28.85,5.00
82.38,6.39,74.83,20.71,8.00
121.58,4.99,58.75,31.33,7.00
90.28,5.65,54.76,24.17,10.00
74.89,3.62,99.79,25.65,1.00
95.24,8.68,78.27,28.88,7.00
97.36,7.31,79.37,29.88,9.00
95.72,4.61,86.14,25.08,8.00
101.52,4.72,81.60,16.82,7.00
99.25,2.11,93.35,23.58,3.00
81.27,7.37,36.34,31.64,8.00
53.59,5.24,75.93,24.63,5.00
54.83,3.48,73.10,28.50,2.00
86.13,3.30,72.90,38.38,8.00
104.73,8.81,71.53,39.21,10.00
93.61,5.83,59.55,37.34,10.00
73.02,5.86,68.56,22.06,1.00
117.11,5.17,79.15,32.51,9.00
56.74,5.49,88.41,36.21,7.00
83.86,7.07,37.93,24.16,7.00
107.77,7.09,87.11,32.49,5.00
75.22,3.33,42.57,34.65,8.00
118.91,6.86,51.75,28.83,8.00
64.39,7.62,63.14,21.62,4.00
74.74,7.96,61.88,32.76,10.00
105.25,2.03,68.38,21.97,3.00
103.02,3.51,66.93,31.78,5.00
61.85,5.89,75.20,15.19,3.00
97.89,1.67,58.93,22.63,5.00
54.32,0.67,89.23,27.36,2.00
62.09,6.65,59.57,26.64,6.00
104.82,7.79,72.34,31.14,7.00
98.69,7.40,49.44,37.06,9.00
87.07,2.40,83.04,32.94,5.00
73.26,4.68,61.10,25.20,6.00
104.93,2.21,54.40,29.97,4.00
80.06,7.01,53.40,23.05,7.00
64.52,3.28,69.58,20.59,3.00
65.22,4.52,63.43,23.11,2.00
75.38,6.48,62.46,42.09,10.00
119.14,2.75,81.74,18.53,6.00
93.36,5.74,54.40,26.95,4.00
71.45,5.77,73.41,32.01,6.00
83.70,5.96,50.13,22.97,4.00
92.15,4.10,73.86,31.38,8.00
129.74,6.05,78.46,37.72,8.00
53.94,3.01,52.59,32.51,5.00
80.94,5.87,76.55,27.09,3.00
80.69,4.43,81.05,36.34,9.00
112.97,3.81,80.95,20.04,6.00
75.39,5.41,94.15,28.46,3.00
71.87,5.51,58.59,32.29,5.00
109.69,7.68,52.36,29.17,10.00
95.09,5.15,84.98,21.31,2.00
55.07,6.67,55.75,27.04,7.00
88.37,4.60,82.76,26.84,8.00
111.64,5.45,97.78,27.88,4.00
76.58,3.74,67.88,26.95,5.00
71.13,2.50,85.24,27.89,3.00
68.93,4.41,80.23,37.85,6.00
60.17,6.82,70.42,31.42,6.00
98.23,1.99,62.89,32.17,5.00
80.52,4.50,80.39,31.76,5.00
57.78,6.77,91.24,25.02,5.00
100.60,4.74,89.65,17.39,1.00
52.66,2.60,51.51,14.98,1.00
61.36,3.00,65.24,30.86,7.00
56.97,5.13,85.42,25.53,1.00
99.75,8.02,92.87,31.92,6.00
113.52,5.77,103.09,24.64,3.00
102.04,3.50,80.63,29.09,3.00
97.94,6.39,89.65,30.80,5.00
102.83,9.18,76.84,36.08,8.00
87.23,3.20,93.66,22.58,3.00
59.71,2.10,87.34,27.83,1.00
101.37,3.11,83.53,18.82,2.00
90.01,4.53,73.12,41.96,8.00
100.59,5.86,58.08,24.35,6.00
131.68,5.21,56.48,32.35,8.00
55.82,5.25,92.25,17.63,3.00
100.16,4.92,47.74,27.37,5.00
103.44,3.19,85.16,22.47,5.00
97.66,5.97,81.94,25.15,10.00
115.28,7.54,71.28,18.22,6.00
89.26,5.73,74.54,32.78,9.00
78.61,4.77,51.02,31.94,5.00
95.48,6.37,70.59,38.53,10.00
99.86,3.84,68.50,35.38,4.00
79.36,6.22,71.43,38.24,8.00
95.45,5.91,81.03,27.64,8.00
112.83,7.51,68.05,34.18,9.00
121.01,5.33,71.21,29.45,9.00
76.11,2.65,67.02,23.39,2.00
111.06,3.88,48.67,31.35,7.00
88.07,3.60,81.47,20.05,4.00
90.73,3.72,50.88,38.24,8.00
79.20,3.30,89.59,26.72,5.00
120.96,7.73,83.80,28.90,10.00
70.30,5.25,73.24,25.59,4.00
85.06,8.18,70.53,33.69,8.00
65.49,3.45,48.23,29.01,4.00
95.69,2.99,55.58,17.59,3.00
113.40,4.14,89.57,32.58,5.00
124.23,6.54,66.56,20.04,8.00
78.95,4.22,64.46,25.36,4.00
67.69,5.40,36.04,26.53,8.00
69.42,5.13,78.21,26.92,8.00
100.51,6.89,82.08,21.86,5.00
84.32,2.60,67.28,34.16,5.00
102.89,2.07,56.76,26.98,3.00
79.18,9.59,67.59,35.59,10.00
87.81,3.30,60.78,27.87,4.00
98.32,6.19,76.67,29.42,4.00
68.53,3.56,84.46,18.70,3.00
78.90,1.84,78.92,33.95,3.00
83.80,4.92,74.79,24.75,2.00
58.88,5.96,72.19,36.98,9.00
57.90,7.20,73.70,31.51,7.00
97.15,2.87,72.12,28.07,1.00
86.49,5.76,78.88,30.69,7.00
99.50,7.20,82.56,37.56,8.00
89.34,4.68,67.82,23.88,5.00
66.05,4.70,98.43,21.60,1.00
75.36,5.34,73.52,18.43,5.00
73.46,5.73,79.21,24.96,1.00
126.50,6.37,46.17,31.49,10.00
113.20,6.73,59.20,29.78,6.00
97.90,5.51,69.11,15.51,3.00
57.64,5.31,54.11,29.45,8.00
52.09,4.43,74.50,33.23,7.00
96.35,4.76,41.23,24.70,7.00
113.42,3.82,48.36,24.07,7.00
85.64,7.92,51.17,29.04,8.00
106.47,6.15,38.22,24.57,10.00
106.85,6.88,48.39,28.68,4.00
74.73,4.91,61.30,35.41,7.00
66.13,0.71,91.82,36.75,2.00
89.30,7.83,55.62,19.17,9.00
84.74,4.74,86.32,34.55,8.00
114.70,3.18,84.57,14.63,3.00
105.95,2.61,81.98,22.69,3.00
104.32,4.87,55.06,19.29,6.00
99.08,5.99,69.95,27.72,9.00
55.72,5.18,64.98,20.28,3.00
91.86,6.79,77.98,20.80,5.00
83.39,6.50,68.84,17.43,2.00
97.57,5.21,67.50,25.24,2.00
104.82,2.30,84.91,19.14,4.00
